KW;BUNDESLAND;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN
5. KW 2025;W;N;19;151;27;2;230;416
6. KW 2025;BGL;I;0;0;0;0;3;3
6. KW 2025;BGL;N;5;7;3;1;60;71
6. KW 2025;KTN;I;1;4;1;1;6;12
6. KW 2025;KTN;N;4;54;2;6;127;181
6. KW 2025;NÖ;I;1;8;0;1;4;12
6. KW 2025;NÖ;N;16;117;33;3;240;387
6. KW 2025;OÖ;I;1;13;1;1;17;31
6. KW 2025;OÖ;N;24;154;8;3;257;430
6. KW 2025;SBG;I;1;0;0;0;8;9
6. KW 2025;SBG;N;2;45;11;2;87;142
6. KW 2025;ST;I;2;2;1;1;26;30
6. KW 2025;ST;N;17;16;24;6;266;328
6. KW 2025;T;I;0;7;3;0;7;17
6. KW 2025;T;N;7;65;16;5;148;236
6. KW 2025;V;I;0;0;0;0;2;2
6. KW 2025;V;N;7;36;13;3;60;111
6. KW 2025;W;I;2;4;3;2;20;31
6. KW 2025;W;N;16;105;28;11;244;387
7. KW 2025;BGL;I;1;2;0;0;5;8
7. KW 2025;BGL;N;5;16;6;2;55;82
7. KW 2025;KTN;I;0;2;0;0;7;9
7. KW 2025;KTN;N;2;49;3;2;129;177
7. KW 2025;NÖ;I;0;3;0;0;10;13
7. KW 2025;NÖ;N;14;74;31;1;228;336
7. KW 2025;OÖ;I;0;10;2;3;13;27
7. KW 2025;OÖ;N;25;163;18;12;277;464
7. KW 2025;SBG;I;0;1;0;0;10;11
7. KW 2025;SBG;N;6;36;3;3;88;125
7. KW 2025;ST;I;1;1;0;1;14;16
7. KW 2025;ST;N;13;27;21;6;260;315
7. KW 2025;T;I;0;3;2;1;6;10
7. KW 2025;T;N;12;62;17;8;168;258
7. KW 2025;V;I;0;6;1;1;8;13
7. KW 2025;V;N;2;37;16;6;65;116
7. KW 2025;W;I;3;12;1;1;23;37
7. KW 2025;W;N;21;114;26;6;221;370
8. KW 2025;BGL;I;0;0;0;1;2;3
8. KW 2025;BGL;N;5;5;3;2;44;58
8. KW 2025;KTN;I;0;0;0;0;7;7
8. KW 2025;KTN;N;9;19;8;5;132;165
8. KW 2025;NÖ;I;0;5;0;1;10;16
8. KW 2025;NÖ;N;10;87;21;2;245;346
8. KW 2025;OÖ;I;1;6;0;1;7;12
8. KW 2025;OÖ;N;25;105;23;4;267;412
8. KW 2025;SBG;I;0;0;1;1;6;8
8. KW 2025;SBG;N;6;20;6;2;99;129
8. KW 2025;ST;I;0;0;2;0;18;19
8. KW 2025;ST;N;21;24;26;6;247;314
8. KW 2025;T;I;0;3;2;0;9;11
8. KW 2025;T;N;8;42;20;6;144;214
8. KW 2025;V;I;0;1;0;1;4;5
8. KW 2025;V;N;2;26;14;6;63;106
8. KW 2025;W;I;1;9;2;1;13;25
8. KW 2025;W;N;12;119;24;3;237;380
9. KW 2025;BGL;I;1;1;0;0;3;5
9. KW 2025;BGL;N;4;3;6;0;59;66
9. KW 2025;KTN;I;0;3;0;0;4;7
9. KW 2025;KTN;N;3;26;6;0;113;141
9. KW 2025;NÖ;I;0;4;1;0;12;17
9. KW 2025;NÖ;N;6;86;25;2;216;323
9. KW 2025;OÖ;I;0;6;0;0;15;20
9. KW 2025;OÖ;N;19;88;18;5;216;338
9. KW 2025;SBG;I;0;0;0;0;6;6
9. KW 2025;SBG;N;3;15;5;3;56;77
9. KW 2025;ST;I;0;1;1;0;12;14
9. KW 2025;ST;N;10;14;31;3;245;294
9. KW 2025;T;I;0;4;1;0;6;10
9. KW 2025;T;N;5;50;17;3;144;210
9. KW 2025;V;I;0;0;0;0;1;1
9. KW 2025;V;N;1;15;9;12;59;95
9. KW 2025;W;I;0;11;0;1;18;30
9. KW 2025;W;N;13;97;31;9;223;363
10. KW 2025;BGL;I;0;0;0;0;5;5
10. KW 2025;BGL;N;2;4;7;1;43;56
10. KW 2025;KTN;I;0;0;0;0;3;3
10. KW 2025;KTN;N;2;22;8;2;108;135
10. KW 2025;NÖ;I;1;3;0;0;7;9
10. KW 2025;NÖ;N;5;43;41;6;222;302
10. KW 2025;OÖ;I;0;6;1;1;14;22
10. KW 2025;OÖ;N;8;64;14;11;245;330
10. KW 2025;SBG;I;0;0;0;0;3;3
10. KW 2025;SBG;N;2;14;5;1;92;109
10. KW 2025;ST;I;0;0;1;0;13;14
10. KW 2025;ST;N;14;19;31;3;233;295
10. KW 2025;T;I;2;1;1;0;4;8
10. KW 2025;T;N;3;21;15;4;134;173
10. KW 2025;V;I;0;1;0;0;2;3
10. KW 2025;V;N;1;8;24;6;55;86
10. KW 2025;W;I;5;4;1;2;18;29
10. KW 2025;W;N;17;66;28;8;250;353
11. KW 2025;BGL;I;1;1;0;1;4;6
11. KW 2025;BGL;N;3;5;6;3;39;52
11. KW 2025;KTN;I;0;0;0;0;7;7
11. KW 2025;KTN;N;4;16;6;3;94;121
11. KW 2025;NÖ;I;0;3;0;0;8;10
11. KW 2025;NÖ;N;1;47;23;4;202;274
11. KW 2025;OÖ;I;1;1;0;0;14;16
11. KW 2025;OÖ;N;11;59;19;4;196;282
11. KW 2025;SBG;I;0;0;0;0;12;12
11. KW 2025;SBG;N;2;15;13;4;88;121
11. KW 2025;ST;I;0;0;1;0;8;9
11. KW 2025;ST;N;7;14;30;8;239;295
11. KW 2025;T;I;1;2;1;1;5;9
11. KW 2025;T;N;4;19;17;2;133;171
11. KW 2025;V;I;0;0;0;1;7;8
11. KW 2025;V;N;1;12;13;2;46;73
11. KW 2025;W;I;0;5;0;2;24;29
11. KW 2025;W;N;11;67;26;6;243;337
12. KW 2025;BGL;I;0;0;2;1;2;5
12. KW 2025;BGL;N;2;1;9;2;43;54
12. KW 2025;KTN;I;0;0;0;0;8;8
12. KW 2025;KTN;N;1;8;6;5;118;137
12. KW 2025;NÖ;I;0;0;0;0;5;5
12. KW 2025;NÖ;N;10;34;26;5;225;294
12. KW 2025;OÖ;I;0;2;0;2;15;17
12. KW 2025;OÖ;N;12;36;28;2;171;239
12. KW 2025;SBG;I;0;1;0;0;8;9
12. KW 2025;SBG;N;3;6;7;3;55;74
12. KW 2025;ST;I;0;1;0;1;17;19
12. KW 2025;ST;N;6;3;24;3;221;253
12. KW 2025;T;I;0;1;2;1;7;11
12. KW 2025;T;N;3;9;16;9;111;148
12. KW 2025;V;I;0;1;0;0;1;2
12. KW 2025;V;N;1;12;10;2;45;69
12. KW 2025;W;I;0;3;2;5;18;27
12. KW 2025;W;N;14;32;17;11;200;268
13. KW 2025;BGL;I;0;0;0;0;1;1
13. KW 2025;BGL;N;0;1;6;0;40;47
13. KW 2025;KTN;I;0;1;0;0;3;4
13. KW 2025;KTN;N;2;4;3;3;105;114
13. KW 2025;NÖ;I;1;1;1;0;8;10
13. KW 2025;NÖ;N;6;16;21;4;194;237
13. KW 2025;OÖ;I;0;2;2;1;9;14
13. KW 2025;OÖ;N;21;18;17;2;184;233
13. KW 2025;SBG;I;0;0;0;1;7;8
13. KW 2025;SBG;N;0;6;8;1;60;74
13. KW 2025;ST;I;0;0;2;1;9;12
13. KW 2025;ST;N;5;6;16;3;179;204
13. KW 2025;T;I;0;0;2;0;4;6
13. KW 2025;T;N;2;8;16;7;115;144
13. KW 2025;V;I;0;0;0;0;3;3
13. KW 2025;V;N;2;3;8;4;47;63
13. KW 2025;W;I;1;2;1;0;11;15
13. KW 2025;W;N;12;22;16;5;200;247
14. KW 2025;BGL;I;0;0;0;0;2;2
14. KW 2025;BGL;N;1;1;6;0;30;36
14. KW 2025;KTN;I;0;0;0;1;4;5
14. KW 2025;KTN;N;3;4;2;4;84;96
14. KW 2025;NÖ;I;0;2;0;1;9;12
14. KW 2025;NÖ;N;3;11;19;2;172;204
14. KW 2025;OÖ;I;0;0;1;0;6;7
14. KW 2025;OÖ;N;7;10;25;7;150;194
14. KW 2025;SBG;I;1;0;0;1;12;13
14. KW 2025;SBG;N;1;4;8;3;68;83
14. KW 2025;ST;I;1;0;1;0;11;13
14. KW 2025;ST;N;7;1;23;2;182;213
14. KW 2025;T;I;0;0;0;0;6;6
14. KW 2025;T;N;2;3;11;2;99;115
14. KW 2025;V;I;0;0;0;1;3;4
14. KW 2025;V;N;1;5;8;3;38;53
14. KW 2025;W;I;0;0;0;0;11;11
14. KW 2025;W;N;10;13;17;4;186;219
15. KW 2025;BGL;I;0;0;0;0;1;1
15. KW 2025;BGL;N;2;0;3;0;45;50
15. KW 2025;KTN;I;0;0;0;0;11;11
15. KW 2025;KTN;N;5;1;6;1;88;99
15. KW 2025;NÖ;I;0;0;2;0;6;7
15. KW 2025;NÖ;N;5;9;15;4;148;180
15. KW 2025;OÖ;I;0;0;0;1;9;10
15. KW 2025;OÖ;N;4;7;13;5;163;190
15. KW 2025;SBG;I;0;0;1;0;2;2
15. KW 2025;SBG;N;1;1;2;2;59;62
15. KW 2025;ST;I;0;0;1;0;8;9
15. KW 2025;ST;N;4;1;17;4;164;190
15. KW 2025;T;I;0;0;2;1;6;9
15. KW 2025;T;N;3;4;9;2;87;105
15. KW 2025;V;I;0;0;0;0;0;0
15. KW 2025;V;N;1;2;3;2;41;47
15. KW 2025;W;I;0;1;1;0;12;14
15. KW 2025;W;N;4;10;8;5;141;166
16. KW 2025;BGL;I;0;0;0;0;2;2
16. KW 2025;BGL;N;3;0;3;0;39;44
16. KW 2025;KTN;I;0;1;0;0;5;6
16. KW 2025;KTN;N;3;0;9;3;94;107
16. KW 2025;NÖ;I;0;0;0;0;7;7
16. KW 2025;NÖ;N;2;6;6;2;166;179
16. KW 2025;OÖ;I;0;0;0;2;7;9
16. KW 2025;OÖ;N;7;7;6;3;161;180
16. KW 2025;SBG;I;0;0;0;0;4;4
16. KW 2025;SBG;N;1;3;3;4;77;88
16. KW 2025;ST;I;0;0;1;1;14;16
16. KW 2025;ST;N;2;3;12;1;170;184
16. KW 2025;T;I;0;0;1;0;3;4
16. KW 2025;T;N;4;1;9;4;84;100
16. KW 2025;V;I;0;0;0;0;1;1
16. KW 2025;V;N;1;1;5;2;40;48
16. KW 2025;W;I;0;0;0;1;11;12
16. KW 2025;W;N;3;6;12;2;176;193
17. KW 2025;BGL;I;0;0;0;0;1;1
17. KW 2025;BGL;N;1;0;0;2;29;31
17. KW 2025;KTN;I;0;0;0;0;5;5
17. KW 2025;KTN;N;0;0;2;0;94;96
17. KW 2025;NÖ;I;0;0;0;0;3;3
17. KW 2025;NÖ;N;3;6;5;3;135;151
17. KW 2025;OÖ;I;0;0;0;0;4;4
17. KW 2025;OÖ;N;8;7;5;7;139;165
17. KW 2025;SBG;I;0;0;0;0;5;5
17. KW 2025;SBG;N;2;1;2;0;58;61
17. KW 2025;ST;I;0;0;0;1;12;13
17. KW 2025;ST;N;3;2;8;4;138;154
17. KW 2025;T;I;0;0;0;0;7;7
17. KW 2025;T;N;2;4;11;2;104;123
17. KW 2025;V;I;0;0;0;0;2;2
17. KW 2025;V;N;6;1;4;5;54;67
17. KW 2025;W;I;0;0;0;0;15;15
17. KW 2025;W;N;6;5;6;3;135;154
18. KW 2025;BGL;I;0;0;0;0;0;0
18. KW 2025;BGL;N;1;0;2;0;28;30
18. KW 2025;KTN;I;0;0;0;0;3;3
18. KW 2025;KTN;N;1;0;0;0;77;78
18. KW 2025;NÖ;I;1;0;0;0;3;4
18. KW 2025;NÖ;N;1;4;4;3;118;129
18. KW 2025;OÖ;I;0;0;0;0;4;4
18. KW 2025;OÖ;N;4;2;5;3;119;131
18. KW 2025;SBG;I;1;0;0;0;5;6
18. KW 2025;SBG;N;1;2;1;0;57;61
18. KW 2025;ST;I;0;0;0;0;7;7
18. KW 2025;ST;N;0;3;7;3;127;138
18. KW 2025;T;I;0;0;0;0;2;2
18. KW 2025;T;N;1;1;4;1;77;84
18. KW 2025;V;I;0;0;0;0;2;2
18. KW 2025;V;N;0;1;1;3;38;42
18. KW 2025;W;I;0;0;0;1;10;11
18. KW 2025;W;N;4;1;2;1;132;138
19. KW 2025;BGL;I;1;0;0;0;1;2
19. KW 2025;BGL;N;3;0;0;1;23;27
19. KW 2025;KTN;I;0;0;0;1;2;3
19. KW 2025;KTN;N;1;0;0;2;91;93
19. KW 2025;NÖ;I;0;0;0;0;5;5
19. KW 2025;NÖ;N;2;2;1;2;114;119
19. KW 2025;OÖ;I;0;0;0;0;5;5
19. KW 2025;OÖ;N;3;0;0;1;122;124
19. KW 2025;SBG;I;0;0;0;0;8;8
19. KW 2025;SBG;N;1;1;1;0;45;48
19. KW 2025;ST;I;0;0;1;0;6;7
19. KW 2025;ST;N;4;1;1;1;124;130
19. KW 2025;T;I;0;0;0;0;6;6
19. KW 2025;T;N;2;0;2;1;68;73
19. KW 2025;V;I;0;0;0;0;2;2
19. KW 2025;V;N;1;1;0;0;23;25
19. KW 2025;W;I;0;0;1;0;12;12
19. KW 2025;W;N;3;3;1;4;132;143
20. KW 2025;BGL;I;1;0;0;1;2;4
20. KW 2025;BGL;N;1;0;0;1;25;27
20. KW 2025;KTN;I;0;0;0;0;3;3
20. KW 2025;KTN;N;1;0;1;1;66;67
20. KW 2025;NÖ;I;0;0;0;0;2;2
20. KW 2025;NÖ;N;3;2;1;0;121;126
20. KW 2025;OÖ;I;1;0;0;0;9;10
20. KW 2025;OÖ;N;7;0;0;3;105;113
20. KW 2025;SBG;I;0;0;0;0;6;6
20. KW 2025;SBG;N;1;0;0;1;54;56
20. KW 2025;ST;I;0;0;0;0;8;8
20. KW 2025;ST;N;4;1;5;2;129;141
20. KW 2025;T;I;0;0;0;0;6;6
20. KW 2025;T;N;0;0;1;2;72;75
20. KW 2025;V;I;0;0;0;0;2;2
20. KW 2025;V;N;1;0;1;2;33;36
20. KW 2025;W;I;0;0;0;0;8;8
20. KW 2025;W;N;10;3;3;2;138;156
21. KW 2025;BGL;I;0;0;0;0;0;0
21. KW 2025;BGL;N;3;0;1;0;28;30
21. KW 2025;KTN;I;0;0;0;0;3;3
21. KW 2025;KTN;N;0;0;0;1;66;67
21. KW 2025;NÖ;I;0;0;0;0;4;4
21. KW 2025;NÖ;N;5;0;0;0;110;114
21. KW 2025;OÖ;I;0;0;0;0;6;6
21. KW 2025;OÖ;N;8;3;3;0;122;134
21. KW 2025;SBG;I;0;0;0;0;2;2
21. KW 2025;SBG;N;4;0;0;1;38;43
21. KW 2025;ST;I;0;0;1;0;8;9
21. KW 2025;ST;N;0;0;1;0;139;140
21. KW 2025;T;I;0;0;0;0;2;2
21. KW 2025;T;N;4;0;0;2;55;61
21. KW 2025;V;I;0;0;0;0;2;2
21. KW 2025;V;N;2;1;2;1;32;36
21. KW 2025;W;I;1;0;0;0;10;11
21. KW 2025;W;N;6;1;2;3;131;143
22. KW 2025;BGL;I;1;0;0;0;0;1
22. KW 2025;BGL;N;1;0;0;0;20;21
22. KW 2025;KTN;I;0;0;0;0;1;1
22. KW 2025;KTN;N;1;0;0;0;60;61
22. KW 2025;NÖ;I;0;0;0;0;2;2
22. KW 2025;NÖ;N;6;0;0;3;97;104
22. KW 2025;OÖ;I;0;0;0;0;1;1
22. KW 2025;OÖ;N;5;1;2;0;80;87
22. KW 2025;SBG;I;0;0;0;0;4;4
22. KW 2025;SBG;N;3;0;1;0;44;48
22. KW 2025;ST;I;0;0;0;1;7;8
22. KW 2025;ST;N;5;0;3;0;94;102
22. KW 2025;T;I;0;0;0;0;2;2
22. KW 2025;T;N;2;0;2;4;69;75
22. KW 2025;V;I;0;0;0;0;4;4
22. KW 2025;V;N;0;0;1;0;35;35
22. KW 2025;W;I;0;0;0;0;10;10
22. KW 2025;W;N;6;0;0;0;112;118
23. KW 2025;BGL;I;0;0;0;0;0;0
23. KW 2025;BGL;N;1;0;0;0;10;11
23. KW 2025;KTN;I;0;0;0;0;0;0
23. KW 2025;KTN;N;0;0;0;0;14;14
23. KW 2025;NÖ;I;0;0;0;0;1;1
23. KW 2025;NÖ;N;1;0;0;0;43;44
23. KW 2025;OÖ;I;0;0;0;0;2;2
23. KW 2025;OÖ;N;2;0;1;1;35;39
23. KW 2025;SBG;I;0;0;0;0;0;0
23. KW 2025;SBG;N;1;0;0;0;22;23
23. KW 2025;ST;I;0;0;0;0;3;3
23. KW 2025;ST;N;4;0;0;0;49;53
23. KW 2025;T;I;0;0;0;0;1;1
23. KW 2025;T;N;0;0;0;0;18;18
23. KW 2025;V;I;0;0;0;0;0;0
23. KW 2025;V;N;2;0;1;1;11;15
23. KW 2025;W;I;0;0;0;0;2;2
23. KW 2025;W;N;5;0;0;0;47;52
