JAHR;KW;WOHNORT;GESCHLECHT;ALTERSGRUPPE;STATION;COVID;INFLUENZA;RSV;PNEUMOKOKKEN;SONSTIGE;AUFNAHMEN;BEV_ZAHL
2023;37;W;M;30 - 44;N;0;0;0;0;0;0;234008
2023;37;W;M;45 - 59;I;0;0;0;0;1;1;197095
2023;37;W;M;45 - 59;N;2;0;0;0;5;7;197095
2023;37;W;M;5 - 14;I;0;0;0;0;0;0;98711
2023;37;W;M;5 - 14;N;0;0;0;0;6;6;98711
2023;37;W;M;60 - 69;I;0;0;0;0;2;2;96445
2023;37;W;M;60 - 69;N;3;0;0;0;8;10;96445
2023;37;W;M;70 - 79;I;0;0;0;0;0;0;60465
2023;37;W;M;70 - 79;N;11;0;0;0;17;27;60465
2023;37;W;M;80+;I;1;0;0;0;1;2;34825
2023;37;W;M;80+;N;11;0;0;1;23;32;34825
2023;37;W;W;0 - 4;I;0;0;0;0;1;1;46967
2023;37;W;W;0 - 4;N;1;0;0;0;14;15;46967
2023;37;W;W;15 - 29;I;0;0;0;0;0;0;194282
2023;37;W;W;15 - 29;N;0;0;0;0;2;2;194282
2023;37;W;W;30 - 44;I;0;0;0;0;0;0;228259
2023;37;W;W;30 - 44;N;1;0;0;0;4;5;228259
2023;37;W;W;45 - 59;I;1;0;0;0;0;1;203725
2023;37;W;W;45 - 59;N;4;0;0;0;5;9;203725
2023;37;W;W;5 - 14;I;0;0;0;0;0;0;92193
2023;37;W;W;5 - 14;N;0;0;0;0;3;3;92193
2023;37;W;W;60 - 69;I;0;0;0;0;0;0;107201
2023;37;W;W;60 - 69;N;7;0;0;0;7;13;107201
2023;37;W;W;70 - 79;I;0;0;0;0;1;1;81196
2023;37;W;W;70 - 79;N;4;0;0;0;13;17;81196
2023;37;W;W;80+;I;1;0;0;0;2;3;59149
2023;37;W;W;80+;N;24;2;0;0;27;51;59149
2023;38;BGL;M;0 - 4;I;0;0;0;0;0;0;6203
2023;38;BGL;M;0 - 4;N;1;0;0;0;2;3;6203
2023;38;BGL;M;15 - 29;I;0;0;0;0;0;0;21547
2023;38;BGL;M;15 - 29;N;0;0;0;0;2;2;21547
2023;38;BGL;M;30 - 44;I;0;0;0;0;0;0;27102
2023;38;BGL;M;30 - 44;N;0;0;0;0;1;1;27102
2023;38;BGL;M;45 - 59;I;0;0;0;0;0;0;34423
2023;38;BGL;M;45 - 59;N;1;0;0;0;2;3;34423
2023;38;BGL;M;5 - 14;I;0;0;0;0;0;0;14239
2023;38;BGL;M;5 - 14;N;0;0;0;0;0;0;14239
2023;38;BGL;M;60 - 69;I;0;0;0;0;1;1;22455
2023;38;BGL;M;60 - 69;N;1;0;0;0;5;6;22455
2023;38;BGL;M;70 - 79;I;0;0;0;0;0;0;13780
2023;38;BGL;M;70 - 79;N;1;0;0;0;4;5;13780
2023;38;BGL;M;80+;I;0;0;0;0;0;0;7764
2023;38;BGL;M;80+;N;1;0;0;0;5;6;7764
2023;38;BGL;W;0 - 4;I;0;0;0;0;0;0;5948
2023;38;BGL;W;0 - 4;N;2;0;0;0;0;2;5948
2023;38;BGL;W;15 - 29;I;0;0;0;0;0;0;19925
2023;38;BGL;W;15 - 29;N;0;0;0;0;0;0;19925
2023;38;BGL;W;30 - 44;I;0;0;0;0;0;0;27926
2023;38;BGL;W;30 - 44;N;0;0;0;0;1;1;27926
2023;38;BGL;W;45 - 59;I;0;0;0;0;0;0;35354
2023;38;BGL;W;45 - 59;N;0;0;0;0;2;2;35354
2023;38;BGL;W;5 - 14;I;0;0;0;0;0;0;13488
2023;38;BGL;W;5 - 14;N;0;0;0;0;0;0;13488
2023;38;BGL;W;60 - 69;I;0;0;0;0;0;0;23241
2023;38;BGL;W;60 - 69;N;0;0;0;0;2;2;23241
2023;38;BGL;W;70 - 79;I;0;0;0;0;0;0;15494
2023;38;BGL;W;70 - 79;N;3;0;0;0;8;10;15494
2023;38;BGL;W;80+;I;0;0;0;0;1;1;12361
2023;38;BGL;W;80+;N;4;0;0;1;7;12;12361
2023;38;KTN;M;0 - 4;I;0;0;0;0;0;0;12094
2023;38;KTN;M;0 - 4;N;1;0;0;0;5;6;12094
2023;38;KTN;M;15 - 29;I;0;0;0;0;0;0;44779
2023;38;KTN;M;15 - 29;N;0;0;0;0;1;1;44779
2023;38;KTN;M;30 - 44;I;0;0;0;0;0;0;53429
2023;38;KTN;M;30 - 44;N;0;0;0;0;2;2;53429
2023;38;KTN;M;45 - 59;I;0;0;0;0;1;1;62291
2023;38;KTN;M;45 - 59;N;1;0;0;1;3;5;62291
2023;38;KTN;M;5 - 14;I;0;0;0;0;0;0;26441
2023;38;KTN;M;5 - 14;N;0;0;0;0;0;0;26441
2023;38;KTN;M;60 - 69;I;0;0;0;0;0;0;39936
2023;38;KTN;M;60 - 69;N;1;0;0;0;5;6;39936
2023;38;KTN;M;70 - 79;I;0;0;0;0;2;2;24639
2023;38;KTN;M;70 - 79;N;4;0;0;0;12;15;24639
2023;38;KTN;M;80+;I;0;0;0;0;0;0;14862
2023;38;KTN;M;80+;N;5;0;0;0;11;16;14862
2023;38;KTN;W;0 - 4;I;0;0;0;0;0;0;11441
2023;38;KTN;W;0 - 4;N;0;0;0;0;2;2;11441
2023;38;KTN;W;15 - 29;I;0;0;0;0;0;0;40534
2023;38;KTN;W;15 - 29;N;0;0;0;0;0;0;40534
2023;38;KTN;W;30 - 44;I;0;0;0;0;0;0;52625
2023;38;KTN;W;30 - 44;N;0;0;0;0;2;2;52625
2023;38;KTN;W;45 - 59;I;0;0;0;0;0;0;64051
2023;38;KTN;W;45 - 59;N;0;0;0;0;4;4;64051
2023;38;KTN;W;5 - 14;I;0;0;0;0;0;0;25080
2023;38;KTN;W;5 - 14;N;0;0;0;0;1;1;25080
2023;38;KTN;W;60 - 69;I;0;0;0;0;0;0;42536
2023;38;KTN;W;60 - 69;N;2;0;0;0;1;3;42536
2023;38;KTN;W;70 - 79;I;0;0;0;0;0;0;29804
2023;38;KTN;W;70 - 79;N;1;0;0;0;3;4;29804
2023;38;KTN;W;80+;I;0;0;0;0;0;0;24442
2023;38;KTN;W;80+;N;11;0;0;0;14;25;24442
2023;38;NÖ;M;0 - 4;I;0;0;0;0;1;1;40264
2023;38;NÖ;M;0 - 4;N;1;0;0;0;14;15;40264
2023;38;NÖ;M;15 - 29;I;0;0;0;0;1;1;135847
2023;38;NÖ;M;15 - 29;N;0;0;0;0;2;2;135847
2023;38;NÖ;M;30 - 44;I;0;0;0;0;0;0;163927
2023;38;NÖ;M;30 - 44;N;1;0;0;0;1;2;163927
2023;38;NÖ;M;45 - 59;I;0;0;0;0;0;0;194009
2023;38;NÖ;M;45 - 59;N;4;0;0;0;7;11;194009
2023;38;NÖ;M;5 - 14;I;0;0;0;0;0;0;88232
2023;38;NÖ;M;5 - 14;N;1;0;0;0;6;7;88232
2023;38;NÖ;M;60 - 69;I;1;0;0;1;0;2;110830
2023;38;NÖ;M;60 - 69;N;6;0;0;0;12;18;110830
2023;38;NÖ;M;70 - 79;I;0;0;0;0;1;1;68295
2023;38;NÖ;M;70 - 79;N;6;0;0;1;20;27;68295
2023;38;NÖ;M;80+;I;1;0;0;0;3;3;43827
2023;38;NÖ;M;80+;N;21;0;0;1;28;45;43827
2023;38;NÖ;W;0 - 4;I;0;0;0;0;0;0;38530
2023;38;NÖ;W;0 - 4;N;0;0;0;0;6;6;38530
2023;38;NÖ;W;15 - 29;I;0;0;0;0;0;0;125900
2023;38;NÖ;W;15 - 29;N;0;0;0;0;1;1;125900
2023;38;NÖ;W;30 - 44;I;0;0;0;0;0;0;164127
2023;38;NÖ;W;30 - 44;N;0;0;0;0;0;0;164127
2023;38;NÖ;W;45 - 59;I;0;0;0;0;0;0;197835
2023;38;NÖ;W;45 - 59;N;2;0;0;0;5;7;197835
2023;38;NÖ;W;5 - 14;I;0;0;0;0;0;0;83246
2023;38;NÖ;W;5 - 14;N;0;0;0;0;2;2;83246
2023;38;NÖ;W;60 - 69;I;0;0;0;0;0;0;115695
2023;38;NÖ;W;60 - 69;N;4;0;0;0;6;10;115695
2023;38;NÖ;W;70 - 79;I;1;0;0;0;2;3;81215
2023;38;NÖ;W;70 - 79;N;7;0;0;0;11;17;81215
2023;38;NÖ;W;80+;I;1;0;0;0;0;1;66594
2023;38;NÖ;W;80+;N;10;2;0;0;28;40;66594
2023;38;OÖ;M;0 - 4;I;0;0;0;0;0;0;39341
2023;38;OÖ;M;0 - 4;N;0;0;0;0;20;20;39341
2023;38;OÖ;M;15 - 29;I;0;0;0;0;1;1;133825
2023;38;OÖ;M;15 - 29;N;0;0;0;0;1;1;133825
2023;38;OÖ;M;30 - 44;I;0;0;0;0;0;0;157183
2023;38;OÖ;M;30 - 44;N;2;0;0;0;5;7;157183
2023;38;OÖ;M;45 - 59;I;0;0;0;0;0;0;163750
2023;38;OÖ;M;45 - 59;N;2;0;0;0;2;4;163750
2023;38;OÖ;M;5 - 14;I;0;0;0;0;0;0;79609
2023;38;OÖ;M;5 - 14;N;1;0;0;0;9;10;79609
2023;38;OÖ;M;60 - 69;I;0;0;0;0;2;2;95341
2023;38;OÖ;M;60 - 69;N;2;0;0;0;12;14;95341
2023;38;OÖ;M;70 - 79;I;0;0;0;0;2;2;55199
2023;38;OÖ;M;70 - 79;N;9;0;0;0;21;29;55199
2023;38;OÖ;M;80+;I;0;0;0;0;2;2;33695
2023;38;OÖ;M;80+;N;17;0;0;0;15;31;33695
2023;38;OÖ;W;0 - 4;I;0;0;0;0;0;0;37266
2023;38;OÖ;W;0 - 4;N;1;0;0;0;5;6;37266
2023;38;OÖ;W;15 - 29;I;0;0;0;0;0;0;122614
2023;38;OÖ;W;15 - 29;N;1;0;0;0;3;4;122614
2023;38;OÖ;W;30 - 44;I;0;0;0;0;0;0;148425
2023;38;OÖ;W;30 - 44;N;1;0;0;0;3;4;148425
2023;38;OÖ;W;45 - 59;I;0;0;0;0;0;0;162516
2023;38;OÖ;W;45 - 59;N;0;0;0;0;4;4;162516
2023;38;OÖ;W;5 - 14;I;0;0;0;0;0;0;75111
2023;38;OÖ;W;5 - 14;N;0;0;0;0;3;3;75111
2023;38;OÖ;W;60 - 69;I;0;0;0;0;0;0;99157
2023;38;OÖ;W;60 - 69;N;4;0;0;0;4;8;99157
2023;38;OÖ;W;70 - 79;I;0;0;0;0;1;1;65521
2023;38;OÖ;W;70 - 79;N;8;0;0;0;12;19;65521
2023;38;OÖ;W;80+;I;0;0;0;0;0;0;54272
2023;38;OÖ;W;80+;N;8;0;0;1;22;31;54272
2023;38;SBG;M;0 - 4;I;0;0;0;0;0;0;14559
2023;38;SBG;M;0 - 4;N;0;0;0;0;7;7;14559
2023;38;SBG;M;15 - 29;I;0;0;0;0;0;0;49514
2023;38;SBG;M;15 - 29;N;0;0;0;0;1;1;49514
2023;38;SBG;M;30 - 44;I;0;0;0;0;0;0;58373
2023;38;SBG;M;30 - 44;N;0;0;0;0;0;0;58373
2023;38;SBG;M;45 - 59;I;0;0;0;0;1;1;60002
2023;38;SBG;M;45 - 59;N;0;0;0;0;1;1;60002
2023;38;SBG;M;5 - 14;I;0;0;0;0;0;0;28141
2023;38;SBG;M;5 - 14;N;0;0;0;0;0;0;28141
2023;38;SBG;M;60 - 69;I;0;0;0;0;0;0;33199
2023;38;SBG;M;60 - 69;N;1;0;0;0;4;5;33199
2023;38;SBG;M;70 - 79;I;2;0;0;0;1;2;21501
2023;38;SBG;M;70 - 79;N;4;0;0;0;7;11;21501
2023;38;SBG;M;80+;I;0;0;0;0;0;0;12901
2023;38;SBG;M;80+;N;8;0;0;0;5;13;12901
2023;38;SBG;W;0 - 4;I;0;0;0;0;0;0;13602
2023;38;SBG;W;0 - 4;N;0;0;0;0;1;1;13602
2023;38;SBG;W;15 - 29;I;0;0;0;0;0;0;46786
2023;38;SBG;W;15 - 29;N;1;0;0;0;1;2;46786
2023;38;SBG;W;30 - 44;I;0;0;0;0;0;0;57406
2023;38;SBG;W;30 - 44;N;0;0;0;0;0;0;57406
2023;38;SBG;W;45 - 59;I;0;0;0;0;0;0;62089
2023;38;SBG;W;45 - 59;N;0;0;0;0;0;0;62089
2023;38;SBG;W;5 - 14;I;0;0;0;0;0;0;26886
2023;38;SBG;W;5 - 14;N;0;0;0;0;1;1;26886
2023;38;SBG;W;60 - 69;I;0;0;0;0;0;0;36905
2023;38;SBG;W;60 - 69;N;1;0;0;0;4;5;36905
2023;38;SBG;W;70 - 79;I;1;0;0;0;1;2;26554
2023;38;SBG;W;70 - 79;N;4;0;0;0;2;6;26554
2023;38;SBG;W;80+;I;0;0;0;0;0;0;19928
2023;38;SBG;W;80+;N;2;0;0;0;9;10;19928
2023;38;ST;M;0 - 4;I;0;0;0;0;0;0;28587
2023;38;ST;M;0 - 4;N;3;0;0;0;13;16;28587
2023;38;ST;M;15 - 29;I;0;0;0;0;0;0;107003
2023;38;ST;M;15 - 29;N;0;0;0;0;0;0;107003
2023;38;ST;M;30 - 44;I;1;0;0;0;1;1;128845
2023;38;ST;M;30 - 44;N;1;0;0;0;5;6;128845
2023;38;ST;M;45 - 59;I;0;0;0;0;2;2;138876
2023;38;ST;M;45 - 59;N;0;0;0;0;2;2;138876
2023;38;ST;M;5 - 14;I;0;0;0;0;0;0;59390
2023;38;ST;M;5 - 14;N;1;0;0;0;5;6;59390
2023;38;ST;M;60 - 69;I;0;0;0;0;2;2;81587
2023;38;ST;M;60 - 69;N;0;0;0;0;12;12;81587
2023;38;ST;M;70 - 79;I;2;0;0;0;3;5;49761
2023;38;ST;M;70 - 79;N;5;0;0;0;18;22;49761
2023;38;ST;M;80+;I;1;0;0;0;0;1;31466
2023;38;ST;M;80+;N;8;1;0;0;24;31;31466
2023;38;ST;W;0 - 4;I;0;0;0;0;0;0;27516
2023;38;ST;W;0 - 4;N;2;0;0;0;10;12;27516
2023;38;ST;W;15 - 29;I;0;0;0;0;0;0;98279
2023;38;ST;W;15 - 29;N;1;0;0;0;1;2;98279
2023;38;ST;W;30 - 44;I;0;0;0;0;0;0;122527
2023;38;ST;W;30 - 44;N;0;0;0;0;2;2;122527
2023;38;ST;W;45 - 59;I;0;0;0;0;0;0;137720
2023;38;ST;W;45 - 59;N;1;0;0;0;3;4;137720
2023;38;ST;W;5 - 14;I;0;0;0;0;0;0;55546
2023;38;ST;W;5 - 14;N;0;0;0;0;3;3;55546
2023;38;ST;W;60 - 69;I;0;0;0;0;2;2;86009
2023;38;ST;W;60 - 69;N;2;0;0;0;6;8;86009
2023;38;ST;W;70 - 79;I;0;0;0;0;2;2;60569
2023;38;ST;W;70 - 79;N;4;0;0;0;12;16;60569
2023;38;ST;W;80+;I;3;0;0;0;1;3;51517
2023;38;ST;W;80+;N;12;0;0;0;31;40;51517
2023;38;T;M;0 - 4;I;0;0;0;0;0;0;19426
2023;38;T;M;0 - 4;N;1;0;0;0;9;10;19426
2023;38;T;M;15 - 29;I;0;0;0;0;0;0;68738
2023;38;T;M;15 - 29;N;0;0;0;0;1;1;68738
2023;38;T;M;30 - 44;I;0;0;0;0;0;0;80055
2023;38;T;M;30 - 44;N;0;0;0;0;1;1;80055
2023;38;T;M;45 - 59;I;0;0;0;0;0;0;83366
2023;38;T;M;45 - 59;N;0;0;0;0;4;4;83366
2023;38;T;M;5 - 14;I;0;0;0;0;0;0;38244
2023;38;T;M;5 - 14;N;0;0;0;0;3;3;38244
2023;38;T;M;60 - 69;I;0;0;0;0;0;0;45032
2023;38;T;M;60 - 69;N;2;0;0;1;6;9;45032
2023;38;T;M;70 - 79;I;0;0;0;0;1;1;28179
2023;38;T;M;70 - 79;N;4;0;0;0;11;15;28179
2023;38;T;M;80+;I;1;0;0;0;0;1;17597
2023;38;T;M;80+;N;6;0;0;1;16;23;17597
2023;38;T;W;0 - 4;I;0;0;0;0;0;0;18343
2023;38;T;W;0 - 4;N;0;0;0;0;4;4;18343
2023;38;T;W;15 - 29;I;0;0;0;0;0;0;64358
2023;38;T;W;15 - 29;N;0;0;0;0;1;1;64358
2023;38;T;W;30 - 44;I;0;0;0;0;0;0;78747
2023;38;T;W;30 - 44;N;0;0;0;0;1;1;78747
2023;38;T;W;45 - 59;I;0;0;0;0;0;0;85089
2023;38;T;W;45 - 59;N;0;0;0;0;3;3;85089
2023;38;T;W;5 - 14;I;0;0;0;0;0;0;36114
2023;38;T;W;5 - 14;N;0;0;0;0;2;2;36114
2023;38;T;W;60 - 69;I;0;0;0;0;0;0;47861
2023;38;T;W;60 - 69;N;2;0;0;0;6;8;47861
2023;38;T;W;70 - 79;I;0;0;0;0;0;0;33698
2023;38;T;W;70 - 79;N;2;0;0;1;8;11;33698
2023;38;T;W;80+;I;0;0;0;0;0;0;26457
2023;38;T;W;80+;N;9;0;0;1;15;23;26457
2023;38;V;M;0 - 4;I;0;0;0;0;0;0;11185
2023;38;V;M;0 - 4;N;0;0;0;0;7;7;11185
2023;38;V;M;15 - 29;I;0;0;0;0;0;0;36552
2023;38;V;M;15 - 29;N;0;0;0;0;1;1;36552
2023;38;V;M;30 - 44;I;0;0;0;0;0;0;42070
2023;38;V;M;30 - 44;N;0;0;0;0;1;1;42070
2023;38;V;M;45 - 59;I;0;0;0;0;0;0;44152
2023;38;V;M;45 - 59;N;0;0;0;0;2;2;44152
2023;38;V;M;5 - 14;I;0;0;0;0;0;0;22093
2023;38;V;M;5 - 14;N;0;0;0;0;3;3;22093
2023;38;V;M;60 - 69;I;0;0;0;0;1;1;23065
2023;38;V;M;60 - 69;N;0;0;0;0;1;1;23065
2023;38;V;M;70 - 79;I;0;0;0;0;0;0;14368
2023;38;V;M;70 - 79;N;1;0;0;0;0;1;14368
2023;38;V;M;80+;I;0;0;0;0;0;0;8705
2023;38;V;M;80+;N;3;0;0;2;6;10;8705
2023;38;V;W;0 - 4;I;0;0;0;0;0;0;10440
2023;38;V;W;0 - 4;N;0;0;0;0;3;3;10440
2023;38;V;W;15 - 29;I;0;0;0;0;0;0;33321
2023;38;V;W;15 - 29;N;0;0;0;0;0;0;33321
2023;38;V;W;30 - 44;I;0;0;0;0;0;0;41244
2023;38;V;W;30 - 44;N;1;0;0;0;1;2;41244
2023;38;V;W;45 - 59;I;0;0;0;0;0;0;44009
2023;38;V;W;45 - 59;N;1;0;0;0;2;3;44009
2023;38;V;W;5 - 14;I;0;0;0;0;0;0;20807
2023;38;V;W;5 - 14;N;0;0;0;0;5;5;20807
2023;38;V;W;60 - 69;I;0;0;0;0;0;0;24272
2023;38;V;W;60 - 69;N;1;0;0;0;2;2;24272
2023;38;V;W;70 - 79;I;1;0;0;0;0;1;16760
2023;38;V;W;70 - 79;N;0;0;0;0;3;3;16760
2023;38;V;W;80+;I;0;0;0;0;0;0;13352
2023;38;V;W;80+;N;2;0;0;1;8;10;13352
2023;38;W;M;0 - 4;I;0;0;0;0;0;0;49761
2023;38;W;M;0 - 4;N;5;0;0;0;15;20;49761
2023;38;W;M;15 - 29;I;0;0;0;0;0;0;197815
2023;38;W;M;15 - 29;N;1;0;0;0;3;4;197815
2023;38;W;M;30 - 44;I;0;0;0;0;0;0;234008
2023;38;W;M;30 - 44;N;0;0;0;0;4;4;234008
2023;38;W;M;45 - 59;I;0;0;0;0;0;0;197095
2023;38;W;M;45 - 59;N;5;0;0;0;3;6;197095
2023;38;W;M;5 - 14;I;0;0;0;0;0;0;98711
2023;38;W;M;5 - 14;N;0;0;0;0;6;6;98711
2023;38;W;M;60 - 69;I;0;0;0;0;0;0;96445
2023;38;W;M;60 - 69;N;5;0;0;0;9;13;96445
2023;38;W;M;70 - 79;I;0;0;0;0;0;0;60465
2023;38;W;M;70 - 79;N;11;0;0;0;13;22;60465
2023;38;W;M;80+;I;2;0;0;0;1;3;34825
2023;38;W;M;80+;N;11;0;0;0;22;33;34825
2023;38;W;W;0 - 4;I;0;0;0;0;0;0;46967
2023;38;W;W;0 - 4;N;1;0;0;1;10;10;46967
2023;38;W;W;15 - 29;I;0;0;0;0;1;1;194282
2023;38;W;W;15 - 29;N;1;0;0;0;2;3;194282
2023;38;W;W;30 - 44;I;0;0;0;0;0;0;228259
2023;38;W;W;30 - 44;N;1;0;0;0;5;6;228259
2023;38;W;W;45 - 59;I;1;0;0;0;0;1;203725
2023;38;W;W;45 - 59;N;6;0;0;0;3;9;203725
2023;38;W;W;5 - 14;I;0;0;0;0;1;1;92193
2023;38;W;W;5 - 14;N;0;0;0;0;1;1;92193
2023;38;W;W;60 - 69;I;0;0;0;0;0;0;107201
2023;38;W;W;60 - 69;N;3;0;0;0;10;13;107201
2023;38;W;W;70 - 79;I;1;0;0;0;0;1;81196
2023;38;W;W;70 - 79;N;6;0;0;0;13;17;81196
2023;38;W;W;80+;I;0;0;0;0;1;1;59149
2023;38;W;W;80+;N;17;2;0;0;20;39;59149
2023;39;BGL;M;0 - 4;I;0;0;0;0;0;0;6203
2023;39;BGL;M;0 - 4;N;1;0;0;0;0;1;6203
2023;39;BGL;M;15 - 29;I;0;0;0;0;0;0;21547
2023;39;BGL;M;15 - 29;N;0;0;0;0;0;0;21547
2023;39;BGL;M;30 - 44;I;0;0;0;0;0;0;27102
2023;39;BGL;M;30 - 44;N;0;0;0;0;0;0;27102
2023;39;BGL;M;45 - 59;I;0;0;0;0;0;0;34423
2023;39;BGL;M;45 - 59;N;0;0;0;0;0;0;34423
2023;39;BGL;M;5 - 14;I;0;0;0;0;0;0;14239
2023;39;BGL;M;5 - 14;N;0;0;0;0;0;0;14239
2023;39;BGL;M;60 - 69;I;0;0;0;0;0;0;22455
2023;39;BGL;M;60 - 69;N;1;0;0;0;3;4;22455
2023;39;BGL;M;70 - 79;I;1;0;0;0;1;1;13780
2023;39;BGL;M;70 - 79;N;3;0;0;0;4;7;13780
2023;39;BGL;M;80+;I;0;0;0;0;0;0;7764
2023;39;BGL;M;80+;N;3;0;0;0;7;9;7764
2023;39;BGL;W;0 - 4;I;0;0;0;0;0;0;5948
2023;39;BGL;W;0 - 4;N;0;0;0;0;2;2;5948
2023;39;BGL;W;15 - 29;I;0;0;0;0;0;0;19925
2023;39;BGL;W;15 - 29;N;1;0;0;0;0;1;19925
2023;39;BGL;W;30 - 44;I;0;0;0;0;0;0;27926
2023;39;BGL;W;30 - 44;N;2;0;0;0;0;2;27926
2023;39;BGL;W;45 - 59;I;0;0;0;0;0;0;35354
2023;39;BGL;W;45 - 59;N;0;0;0;0;1;1;35354
2023;39;BGL;W;5 - 14;I;0;0;0;0;0;0;13488
2023;39;BGL;W;5 - 14;N;0;0;0;0;0;0;13488
2023;39;BGL;W;60 - 69;I;0;0;0;0;0;0;23241
2023;39;BGL;W;60 - 69;N;2;0;0;0;1;2;23241
2023;39;BGL;W;70 - 79;I;0;0;0;0;0;0;15494
2023;39;BGL;W;70 - 79;N;0;0;0;0;2;2;15494
2023;39;BGL;W;80+;I;1;0;0;0;0;1;12361
2023;39;BGL;W;80+;N;5;0;0;0;1;5;12361
2023;39;KTN;M;0 - 4;I;0;0;0;0;0;0;12094
2023;39;KTN;M;0 - 4;N;0;0;0;0;10;10;12094
2023;39;KTN;M;15 - 29;I;0;0;0;0;0;0;44779
2023;39;KTN;M;15 - 29;N;0;0;0;0;1;1;44779
2023;39;KTN;M;30 - 44;I;0;0;0;0;0;0;53429
2023;39;KTN;M;30 - 44;N;0;0;0;0;1;1;53429
2023;39;KTN;M;45 - 59;I;0;0;0;0;0;0;62291
2023;39;KTN;M;45 - 59;N;5;1;0;2;3;9;62291
2023;39;KTN;M;5 - 14;I;0;0;0;0;0;0;26441
2023;39;KTN;M;5 - 14;N;0;0;0;0;1;1;26441
2023;39;KTN;M;60 - 69;I;0;0;0;0;1;1;39936
2023;39;KTN;M;60 - 69;N;3;0;0;0;6;8;39936
2023;39;KTN;M;70 - 79;I;0;0;0;0;1;1;24639
2023;39;KTN;M;70 - 79;N;3;0;0;1;4;8;24639
2023;39;KTN;M;80+;I;1;0;0;0;0;1;14862
2023;39;KTN;M;80+;N;8;0;0;0;22;29;14862
2023;39;KTN;W;0 - 4;I;0;0;0;0;0;0;11441
2023;39;KTN;W;0 - 4;N;0;0;0;0;6;6;11441
2023;39;KTN;W;15 - 29;I;0;0;0;0;0;0;40534
2023;39;KTN;W;15 - 29;N;1;0;0;0;3;4;40534
2023;39;KTN;W;30 - 44;I;0;0;0;0;1;1;52625
2023;39;KTN;W;30 - 44;N;0;0;0;0;0;0;52625
2023;39;KTN;W;45 - 59;I;0;0;0;0;0;0;64051
2023;39;KTN;W;45 - 59;N;1;0;0;0;2;3;64051
2023;39;KTN;W;5 - 14;I;0;0;0;0;0;0;25080
2023;39;KTN;W;5 - 14;N;0;0;0;0;1;1;25080
2023;39;KTN;W;60 - 69;I;0;0;0;0;0;0;42536
2023;39;KTN;W;60 - 69;N;1;0;0;0;8;8;42536
2023;39;KTN;W;70 - 79;I;0;0;0;1;0;1;29804
2023;39;KTN;W;70 - 79;N;2;0;0;1;10;13;29804
2023;39;KTN;W;80+;I;0;0;0;0;0;0;24442
2023;39;KTN;W;80+;N;7;0;0;0;18;24;24442
2023;39;NÖ;M;0 - 4;I;0;0;0;0;0;0;40264
2023;39;NÖ;M;0 - 4;N;0;0;0;0;8;8;40264
2023;39;NÖ;M;15 - 29;I;0;0;0;0;0;0;135847
2023;39;NÖ;M;15 - 29;N;0;0;0;0;1;1;135847
2023;39;NÖ;M;30 - 44;I;0;0;0;0;0;0;163927
2023;39;NÖ;M;30 - 44;N;1;0;0;0;1;2;163927
2023;39;NÖ;M;45 - 59;I;0;0;0;0;1;1;194009
2023;39;NÖ;M;45 - 59;N;2;0;0;0;6;8;194009
2023;39;NÖ;M;5 - 14;I;0;0;0;0;1;1;88232
2023;39;NÖ;M;5 - 14;N;0;0;0;0;4;4;88232
2023;39;NÖ;M;60 - 69;I;0;0;0;0;1;1;110830
2023;39;NÖ;M;60 - 69;N;5;0;0;0;15;20;110830
2023;39;NÖ;M;70 - 79;I;0;0;0;0;0;0;68295
2023;39;NÖ;M;70 - 79;N;9;0;0;0;17;25;68295
2023;39;NÖ;M;80+;I;0;0;0;0;0;0;43827
2023;39;NÖ;M;80+;N;16;0;0;0;27;40;43827
2023;39;NÖ;W;0 - 4;I;0;0;0;0;0;0;38530
2023;39;NÖ;W;0 - 4;N;1;0;0;0;4;5;38530
2023;39;NÖ;W;15 - 29;I;0;0;0;0;0;0;125900
2023;39;NÖ;W;15 - 29;N;0;0;0;0;0;0;125900
2023;39;NÖ;W;30 - 44;I;0;0;0;0;1;1;164127
2023;39;NÖ;W;30 - 44;N;1;0;0;0;3;4;164127
2023;39;NÖ;W;45 - 59;I;1;0;0;0;0;1;197835
2023;39;NÖ;W;45 - 59;N;1;0;0;0;4;5;197835
2023;39;NÖ;W;5 - 14;I;0;0;0;0;0;0;83246
2023;39;NÖ;W;5 - 14;N;0;0;0;0;1;1;83246
2023;39;NÖ;W;60 - 69;I;0;0;0;0;1;1;115695
2023;39;NÖ;W;60 - 69;N;2;0;0;0;4;6;115695
2023;39;NÖ;W;70 - 79;I;1;0;0;0;0;1;81215
2023;39;NÖ;W;70 - 79;N;7;0;0;0;10;17;81215
2023;39;NÖ;W;80+;I;0;0;0;0;0;0;66594
2023;39;NÖ;W;80+;N;15;0;0;0;31;44;66594
2023;39;OÖ;M;0 - 4;I;0;0;0;0;0;0;39341
2023;39;OÖ;M;0 - 4;N;2;0;1;0;14;17;39341
2023;39;OÖ;M;15 - 29;I;0;0;0;0;0;0;133825
2023;39;OÖ;M;15 - 29;N;1;0;0;0;3;3;133825
2023;39;OÖ;M;30 - 44;I;0;0;0;0;0;0;157183
2023;39;OÖ;M;30 - 44;N;3;0;0;0;3;5;157183
2023;39;OÖ;M;45 - 59;I;2;0;0;0;1;3;163750
